"Timestamp","الحي السكني","معدل الاستهلاك الشهري بالريال (تقريبا)","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [ثلاجة]","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [فريزر]","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [مكيف]","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [تلفاز]","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [انارة]","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [مايكروايف]","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [فرن]","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [غسالة ملابس]","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [غسالة صحون]","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [مكنسة]","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [برادة المياه]","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [دفاية]","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [كاوية ملابس]","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [سخان مياه]","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [مروحة]","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [توستر]","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [الغلاية]","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [صانع قهوة]","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [خلاط]","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [كمبيوتر]","كم عدد الأجهزة في المنزل من نفس النوع؟ [ثلاجة]","كم عدد الأجهزة في المنزل من نفس النوع؟ [فريزر]","كم عدد الأجهزة في المنزل من نفس النوع؟ [مكيف]","كم عدد الأجهزة في المنزل من نفس النوع؟ [تلفاز]","كم عدد الأجهزة في المنزل من نفس النوع؟ [انارة]","كم عدد الأجهزة في المنزل من نفس النوع؟ [مايكروايف]","كم عدد الأجهزة في المنزل من نفس النوع؟ [فرن]","كم عدد الأجهزة في المنزل من نفس النوع؟ [غسالة ملابس]","كم عدد الأجهزة في المنزل من نفس النوع؟ [غسالة صحون]","كم عدد الأجهزة في المنزل من نفس النوع؟ [مكنسة]","كم عدد الأجهزة في المنزل من نفس النوع؟ [برادة المياه]","كم عدد الأجهزة في المنزل من نفس النوع؟ [دفاية]","كم عدد الأجهزة في المنزل من نفس النوع؟ [كاوية ملابس]","كم عدد الأجهزة في المنزل من نفس النوع؟ [سخان مياه]","كم عدد الأجهزة في المنزل من نفس النوع؟ [مروحة]","كم عدد الأجهزة في المنزل من نفس النوع؟ [توستر]","كم عدد الأجهزة في المنزل من نفس النوع؟ [الغلاية]","كم عدد الأجهزة في المنزل من نفس النوع؟ [صانع قهوة]","كم عدد الأجهزة في المنزل من نفس النوع؟ [خلاط]","كم عدد الأجهزة في المنزل من نفس النوع؟ [كمبيوتر]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [ثلاجة]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [فريزر]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [مكيف]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [تلفاز]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [انارة]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [مايكروايف]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [فرن]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [غسالة ملابس]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [غسالة صحون]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [مكنسة]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [برادة المياه]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [دفاية]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [كاوية ملابس]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [سخان مياه]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [مروحة]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [توستر]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [الغلاية]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [صانع قهوة]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [خلاط]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [كمبيوتر]"
"2025/11/12 10:32:06 AM GMT+3","بوابة الشرق ","٢٠٠٠","صباحا (من 6 الى 12)","بعد ظهر (من 12 الى 6)","صباحا (من 6 الى 12);طوال اليوم","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6);طوال اليوم","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6);فجرا (من 12 الى 6)","بعد ظهر (من 12 الى 6)","صباحا (من 6 الى 12);فجرا (من 12 الى 6)","بعد ظهر (من 12 الى 6);فجرا (من 12 الى 6)","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","فجرا (من 12 الى 6)","فجرا (من 12 الى 6)","فجرا (من 12 الى 6)","مساءً (من 6 الى 12);فجرا (من 12 الى 6)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6)","صباحا (من 6 الى 12);طوال اليوم","1","1","4","1","1","4","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","3","","1","1","1","1","1","1","","","","","1","1","1","1","1","1","1"
"2025/11/12 11:00:23 AM GMT+3","السلام ","700","طوال اليوم","طوال اليوم","فجرا (من 12 الى 6)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","صباحا (من 6 الى 12)","مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6)","طوال اليوم","فجرا (من 12 الى 6)","صباحا (من 6 الى 12)","طوال اليوم","فجرا (من 12 الى 6)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","بعد ظهر (من 12 الى 6)","صباحا (من 6 الى 12)","1","1","5","2","5","1","1","1","1","1","1","1","1","2","5","1","1","1","1","1","5","5","5","2","4","1","1","1","1","1","5","1","1","5","1","1","1","1","1","2"
"2025/11/12 11:00:49 AM GMT+3","الهياثم ","1200","طوال اليوم","طوال اليوم","طوال اليوم","صباحا (من 6 الى 12)","طوال اليوم","صباحا (من 6 الى 12);مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","صباحا (من 6 الى 12);مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","طوال اليوم","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","","طوال اليوم","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12);فجرا (من 12 الى 6);طوال اليوم","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","طوال اليوم","2","3","أكثر من 5","4","أكثر من 5","2","2","3","1","2","3","أكثر من 5","2","أكثر من 5","أكثر من 5","2","3","4","2","4","أكثر من 5","أكثر من 5","أكثر من 5","أكثر من 5","أكثر من 5","1","2","3","2","1","أكثر من 5","2","1","أكثر من 5","2","1","2","3","1","أكثر من 5"
"2025/11/12 11:14:07 AM GMT+3","الخالديه ","١٦٠٠","طوال اليوم","","صباحا (من 6 الى 12);مساءً (من 6 الى 12)","صباحا (من 6 الى 12)","طوال اليوم","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","","","طوال اليوم","صباحا (من 6 الى 12)","","صباحا (من 6 الى 12)","طوال اليوم","","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","","1","","","4","أكثر من 5","1","1","1","","","1","1","1","2","5","","1","1","1","","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3"
"2025/11/12 11:23:53 AM GMT+3","ظهرة لبن","250","طوال اليوم","طوال اليوم","طوال اليوم","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","فجرا (من 12 الى 6)","مساءً (من 6 الى 12)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","طوال اليوم","صباحا (من 6 الى 12);فجرا (من 12 الى 6)","صباحا (من 6 الى 12);مساءً (من 6 الى 12)","طوال اليوم","","صباحا (من 6 الى 12);فجرا (من 12 الى 6)","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","","بعد ظهر (من 12 الى 6)","","3","2","أكثر من 5","3","أكثر من 5","1","2","2","1","2","1","3","1","أكثر من 5","","2","2","2","2","","أكثر من 5","أكثر من 5","أكثر من 5","4","أكثر من 5","1","2","3","2","2","أكثر من 5","3","2","أكثر من 5","","1","1","1","1",""
"2025/11/12 11:45:41 AM GMT+3","الرياض","500","طوال اليوم","طوال اليوم","بعد ظهر (من 12 الى 6)","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","","بعد ظهر (من 12 الى 6)","مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6)","","طوال اليوم","","صباحا (من 6 الى 12)","فجرا (من 12 الى 6)","","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","","","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","1","1","1","1","2","1","1","1","1","1","1","","1","1","","1","1","","","1","أكثر من 5","أكثر من 5","أكثر من 5","أكثر من 5","أكثر من 5","1","1","1","1","1","أكثر من 5","","1","1","","","1","","","1"
"2025/11/12 12:11:14 PM GMT+3","الخالدية ","1500","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6)","طوال اليوم","بعد ظهر (من 12 الى 6)","صباحا (من 6 الى 12)","مساءً (من 6 الى 12);طوال اليوم","مساءً (من 6 الى 12);طوال اليوم","مساءً (من 6 الى 12)","طوال اليوم","طوال اليوم","بعد ظهر (من 12 الى 6)","طوال اليوم","بعد ظهر (من 12 الى 6);طوال اليوم","مساءً (من 6 الى 12)","مساءً (من 6 الى 12);طوال اليوم","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","فجرا (من 12 الى 6)","فجرا (من 12 الى 6)","مساءً (من 6 الى 12)","فجرا (من 12 الى 6);طوال اليوم","1","1","1","1","أكثر من 5","2","1","2","1","1","1","4","2","أكثر من 5","1","1","1","1","1","3","أكثر من 5","أكثر من 5","أكثر من 5","أكثر من 5","أكثر من 5","3","5","أكثر من 5","أكثر من 5","2","2","5","2","5","2","1","4","2","1","أكثر من 5"
"2025/11/12 12:43:47 PM GMT+3","الروضة","1000","طوال اليوم","طوال اليوم","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","","","","طوال اليوم","","","طوال اليوم","","","صباحا (من 6 الى 12);مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","","","2","2","أكثر من 5","2","أكثر من 5","1","1","2","","1","1","","","أكثر من 5","","","2","2","2","3","أكثر من 5","أكثر من 5","5","2","أكثر من 5","1","2","1","","","أكثر من 5","","","","","","","","",""
"2025/11/12 12:53:59 PM GMT+3","العزيزية ","400","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12);فجرا (من 12 الى 6);طوال اليوم","مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6);فجرا (من 12 الى 6)","مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","","مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12);فجرا (من 12 الى 6)","","مساءً (من 6 الى 12)","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12);فجرا (من 12 الى 6);طوال اليوم","","","","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12);فجرا (من 12 الى 6)","","مساءً (من 6 الى 12)","","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","1","1","4","2","أكثر من 5","","1","1","","1","1","","1","2","","","1","","1","1","3","3","2","1","4","","1","2","","1","2","1","1","1","1","","1","","1","2"
"2025/11/12 1:10:59 PM GMT+3","الناصفة","150 ريال","طوال اليوم","طوال اليوم","فجرا (من 12 الى 6)","مساءً (من 6 الى 12)","طوال اليوم","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","طوال اليوم","مساءً (من 6 الى 12)","صباحا (من 6 الى 12)","طوال اليوم","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","مساءً (من 6 الى 12)","1","1","1","2","أكثر من 5","1","1","1","1","1","1","1","1","1","2","1","1","1","1","1","أكثر من 5","أكثر من 5","أكثر من 5","5","أكثر من 5","2","1","2","2","1","أكثر من 5","1","1","أكثر من 5","2","1","1","1","1","أكثر من 5"
"2025/11/12 1:45:01 PM GMT+3","حي الخليج","1000","طوال اليوم","طوال اليوم","بعد ظهر (من 12 الى 6)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","صباحا (من 6 الى 12)","مساءً (من 6 الى 12)","","","طوال اليوم","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","طوال اليوم","مساءً (من 6 الى 12)","","بعد ظهر (من 12 الى 6)","صباحا (من 6 الى 12)","بعد ظهر (من 12 الى 6)","مساءً (من 6 الى 12)","1","1","أكثر من 5","2","أكثر من 5","1","1","1","","1","1","1","1","5","5","","1","1","1","3","أكثر من 5","أكثر من 5","4","3","4","1","2","4","","1","أكثر من 5","3","2","أكثر من 5","1","","1","1","1","3"
"2025/11/12 2:08:37 PM GMT+3","السلام","800﷼","طوال اليوم","طوال اليوم","طوال اليوم","مساءً (من 6 الى 12)","طوال اليوم","مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6)","طوال اليوم","مساءً (من 6 الى 12)","صباحا (من 6 الى 12)","طوال اليوم","طوال اليوم","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","مساءً (من 6 الى 12)","طوال اليوم","1","1","5","2","أكثر من 5","1","2","2","1","1","1","2","1","","4","1","","2","1","3","أكثر من 5","أكثر من 5","أكثر من 5","أكثر من 5","أكثر من 5","1","3","2","2","1","أكثر من 5","أكثر من 5","1","أكثر من 5","أكثر من 5","1","1","أكثر من 5","1","1"
"2025/11/12 2:21:05 PM GMT+3","الملز","800","طوال اليوم","طوال اليوم","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12);فجرا (من 12 الى 6);طوال اليوم","1","2","5","2","أكثر من 5","1","1","1","1","1","1","1","1","1","3","1","3","1","1","3","أكثر من 5","أكثر من 5","أكثر من 5","أكثر من 5","أكثر من 5","1","1","1","1","1","أكثر من 5","4","1","1","3","1","1","1","1","أكثر من 5"
"2025/11/12 2:41:13 PM GMT+3","السلام","780","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","1","1","1","1","1","1","1","1","1","1","1","1","2","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1"
"2025/11/12 2:53:50 PM GMT+3","الخرج ","3800","","","","","","","","","","","","","","","","","","","","","1","1","1","1","5","2","1","2","1","2","1","2","2","2","","1","2","1","2","2","","","","","","","","","","","","","","","","","","","",""
"2025/11/12 3:03:09 PM GMT+3","الموسئ","١٠٠٠","صباحا (من 6 الى 12)","","","","صباحا (من 6 الى 12)","","","","","","","","","صباحا (من 6 الى 12)","","","","","","صباحا (من 6 الى 12)","1","","","1","","","","","","1","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","1"
"2025/11/12 3:26:27 PM GMT+3","ا","1300","طوال اليوم","طوال اليوم","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12);فجرا (من 12 الى 6)","مساءً (من 6 الى 12)","طوال اليوم","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","","مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","فجرا (من 12 الى 6)","","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","","","","2","2","أكثر من 5","1","أكثر من 5","1","1","3","","1","1","1","1","3","3","","1","","1","","أكثر من 5","أكثر من 5","4","3","أكثر من 5","1","1","4","","2","أكثر من 5","2","4","5","أكثر من 5","","2","","",""
"2025/11/12 4:55:01 PM GMT+3","وادي الدواسر - الخماسين","1000","طوال اليوم","طوال اليوم","بعد ظهر (من 12 الى 6);فجرا (من 12 الى 6)","مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","","","طوال اليوم","","مساءً (من 6 الى 12)","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6)","طوال اليوم","","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","2","1","أكثر من 5","1","أكثر من 5","1","1","1","","","1","","1","3","5","","1","","1","2","أكثر من 5","أكثر من 5","أكثر من 5","1","أكثر من 5","1","1","2","","","أكثر من 5","","3","3","أكثر من 5","","1","","","أكثر من 5"
"2025/11/12 6:41:47 PM GMT+3","الهدا","350","طوال اليوم","طوال اليوم","فجرا (من 12 الى 6)","بعد ظهر (من 12 الى 6)","مساءً (من 6 الى 12)","صباحا (من 6 الى 12)","فجرا (من 12 الى 6)","فجرا (من 12 الى 6)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","مساءً (من 6 الى 12)","طوال اليوم","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","مساءً (من 6 الى 12)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","طوال اليوم","1","1","5","2","4","1","1","1","1","1","1","1","1","3","3","1","1","1","1","1","5","3","3","3","3","4","4","3","3","5","3","3","5","3","2","4","2","4","3","3"
"2025/11/13 5:47:51 PM GMT+3","الخماسين ","٢٥٠","طوال اليوم","طوال اليوم","صباحا (من 6 الى 12)","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6)","","مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6)","مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","صباحا (من 6 الى 12)","بعد ظهر (من 12 الى 6)","مساءً (من 6 الى 12)","","أكثر من 5","3","2","2","2","3","","3","3","3","2","2","","3","2","3","2","2","2","أكثر من 5","أكثر من 5","5","5","5","4","5","4","5","4","4","5","4","4","4","","4","4","5","5"
"2025/11/14 12:20:52 AM GMT+3","الرياض، الجنادرية","٢٠٠ ريال","طوال اليوم","طوال اليوم","طوال اليوم","صباحا (من 6 الى 12)","طوال اليوم","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","","صباحا (من 6 الى 12)","طوال اليوم","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","بعد ظهر (من 12 الى 6)","","","صباحا (من 6 الى 12)","","","","1","1","1","1","5","","1","1","","1","1","1","1","2","","","1","","","1","5","5","5","5","5","1","3","5","","2","5","","1","5","","","1","","","5"
"2025/11/14 10:12:43 AM GMT+3","الخزامي","٨٥٠ ريال","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","مساءً (من 6 الى 12)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","فجرا (من 12 الى 6)","صباحا (من 6 الى 12)","بعد ظهر (من 12 الى 6)","","","","2","1","4","2","4","2","2","1","1","1","1","3","1","3","3","1","1","1","1","1","4","4","4","2","4","2","2","4","3","2","4","2","2","2","2","1","2","2","2","3"
"2025/11/14 9:53:48 PM GMT+3","خزامى","٣٠٠٠","طوال اليوم","فجرا (من 12 الى 6)","بعد ظهر (من 12 الى 6)","مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12);فجرا (من 12 الى 6)","","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6)","","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","","","صباحا (من 6 الى 12)","طوال اليوم","","","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6)","","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","","1","1","أكثر من 5","1","أكثر من 5","","1","1","","1","","","1","أكثر من 5","","","1","","أكثر من 5","","أكثر من 5","أكثر من 5","أكثر من 5","أكثر من 5","أكثر من 5","","2","1","","1","","","1","أكثر من 5","","","1","","1",""
"2025/11/15 8:06:16 PM GMT+3","طويق","1000","طوال اليوم","طوال اليوم","فجرا (من 12 الى 6)","طوال اليوم","طوال اليوم","طوال اليوم","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6)","طوال اليوم","صباحا (من 6 الى 12)","بعد ظهر (من 12 الى 6)","طوال اليوم","طوال اليوم","صباحا (من 6 الى 12)","طوال اليوم","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","2","1","أكثر من 5","2","أكثر من 5","1","1","1","1","2","1","3","1","5","5","1","1","1","2","4","أكثر من 5","أكثر من 5","أكثر من 5","أكثر من 5","أكثر من 5","أكثر من 5","1","3","2","2","أكثر من 5","3","2","أكثر من 5","أكثر من 5","1","2","1","1","5"
"2025/11/15 9:20:57 PM GMT+3","النزهة","520","طوال اليوم","طوال اليوم","صباحا (من 6 الى 12);فجرا (من 12 الى 6)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12);فجرا (من 12 الى 6)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","","بعد ظهر (من 12 الى 6)","طوال اليوم","مساءً (من 6 الى 12);فجرا (من 12 الى 6)","مساءً (من 6 الى 12);فجرا (من 12 الى 6)","طوال اليوم","طوال اليوم","","طوال اليوم","","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12);فجرا (من 12 الى 6)","1","1","5","2","أكثر من 5","1","1","1","","2","1","3","2","4","4","","1","","1","4","أكثر من 5","أكثر من 5","أكثر من 5","5","أكثر من 5","1","2","3","","3","أكثر من 5","5","3","أكثر من 5","أكثر من 5","","3","","1","أكثر من 5"
"2025/11/16 11:08:27 PM GMT+3","الفرسان","في الصيف تقريبا 400 إلى 450 وفي الشتاء 150 إلى 180","طوال اليوم","طوال اليوم","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6)","صباحا (من 6 الى 12);مساءً (من 6 الى 12);فجرا (من 12 الى 6)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","","مساءً (من 6 الى 12)","","مساءً (من 6 الى 12)","","مساءً (من 6 الى 12);فجرا (من 12 الى 6)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12);فجرا (من 12 الى 6)","","","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12);فجرا (من 12 الى 6)","مساءً (من 6 الى 12)","","مساءً (من 6 الى 12)","1","1","1","1","1","1","1","1","","1","1","1","1","1","","","1","1","1","1","","","","3","3","","3","3","","","","","","","","","3","","3","3"
"2025/11/22 6:24:08 AM GMT+3","حي الريان","1200 ","طوال اليوم","طوال اليوم","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6);فجرا (من 12 الى 6)","بعد ظهر (من 12 الى 6)","مساءً (من 6 الى 12)","","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","","بعد ظهر (من 12 الى 6)","طوال اليوم","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","طوال اليوم","مساءً (من 6 الى 12)","","صباحا (من 6 الى 12)","","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","2","1","أكثر من 5","3","أكثر من 5","1","1","1","","1","1","2","2","2","أكثر من 5","","1","","1","3","أكثر من 5","أكثر من 5","أكثر من 5","3","5","1","2","2","","1","أكثر من 5","3","1","أكثر من 5","5","","1","","1","2"
